#Sample	LI-ITS-18BFF2	LI-ITS-21BFF2	LI-ITS-31BFF	LI-ITS-52BFFX	LI-ITS-54BFF	LI-ITS-56BFF	LI-ITS-6BFF1	LI-ITS-7BFF2	LI-ITS-DBFF1	LI-ITS-R6BFF3	LI-ITS-R9BFF	taxonomy
ASV_fda_e4m	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;
ASV_fdn_9mo	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;
ASV_feu_j4z	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;
ASV_fgp_8ep	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;
ASV_fmq_i51	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_fnz_41v	0	0	0	0	0	0	0	0	2802	0	0	Fungi;Basidiomycota;;;;;
ASV_fnz_ly9	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_fo6_n0b	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;
ASV_fsj_xjt	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;
ASV_fzy_278	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Auricularia;
ASV_g0m_6ki	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_g1d_h80	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;
ASV_g4k_yep	0	0	0	763	0	0	0	0	0	0	0	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;;;
ASV_g8a_7my	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia;
ASV_g8c_11u	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;
ASV_gfa_m7h	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Didymella;
ASV_gl9_vx5	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_gn2_d7d	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;
ASV_gqe_nsc	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Acremonium;
ASV_gra_tzw	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Gliomastix;
ASV_gw8_i2i	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;
ASV_gzb_qqd	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_h50_26k	0	0	0	22	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_h8w_m8k	0	0	0	0	0	0	98	0	0	0	0	Fungi;;;;;;
ASV_hdm_o02	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;
ASV_het_rzm	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_hf5_oey	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;
ASV_hfn_yoy	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_hh8_5uq	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;
ASV_hie_pzb	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_hj5_2id	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;;;
ASV_hnt_2vt	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_hnz_xq3	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;
ASV_hot_egm	0	0	723	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_hq6_v7i	0	0	3	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia;
ASV_hqn_o7e	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;
ASV_hu6_he6	131	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;;
ASV_hx2_1g9	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;
ASV_hzr_s45	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania;
ASV_i2y_kat	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_i3l_sbi	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;
ASV_i6m_1iy	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;
ASV_i8f_5et	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Leotiomycetes;;;;
ASV_ibf_yaf	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;;
ASV_iil_nny	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;;
ASV_in5_o1x	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;
ASV_irv_4ct	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_iv7_8m2	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;
ASV_j0q_0ar	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_j3z_17y	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;
ASV_j59_7if	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_j8k_ndw	0	0	0	107	0	0	0	0	0	109	0	Fungi;Ascomycota;;;;;
ASV_j9i_4um	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_jb3_8ep	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Stemphylium;
ASV_jcq_nru	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Dothideales;Aureobasidiaceae;Aureobasidium;
ASV_jfa_1n4	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Polyporales;;;
ASV_jhx_g92	0	108	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_jko_zcm	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_jms_xua	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_jor_2no	0	0	0	0	0	0	0	0	0	0	459	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_jq6_ylp	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;
ASV_jue_bc5	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_jul_olp	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia;
ASV_jxt_g58	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_k1y_i59	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;
ASV_k28_ebj	0	0	0	0	0	0	0	0	0	0	0	Fungi;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;
ASV_k49_hwy	0	27	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_k5o_gir	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_k71_p1u	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_ke9_t5s	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Lasiodiplodia;
ASV_kg7_4qs	0	0	0	129	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_kgb_755	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;
ASV_kld_azz	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_kly_vnv	0	0	0	0	0	0	0	0	0	0	396	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_kmr_1p3	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;
ASV_kng_8et	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_kp5_pay	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_kqs_oqr	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;
ASV_kqy_e69	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia;
ASV_ksc_3p4	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;
ASV_kwf_wxy	0	0	46	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella;
