#Sample	LI-ITS-18BFF2	LI-ITS-21BFF2	LI-ITS-31BFF	LI-ITS-52BFFX	LI-ITS-54BFF	LI-ITS-56BFF	LI-ITS-6BFF1	LI-ITS-7BFF2	LI-ITS-DBFF1	LI-ITS-R6BFF3	LI-ITS-R9BFF	taxonomy
ASV_304_bo5	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Schwanniomyces;
ASV_34b_1se	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_368_jkv	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_36g_cvl	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_39r_5e3	0	0	0	0	0	0	0	0	0	0	284	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_3al_3n6	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_3b3_zlm	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;
ASV_3gn_syc	0	0	0	0	0	0	0	0	0	226	0	Fungi;Ascomycota;;;;;
ASV_3hb_37i	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;
ASV_3nf_h5j	0	0	0	212	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_3sg_gyh	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_3wt_brp	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;
ASV_3y9_i8e	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_3yp_j5l	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;;
ASV_40l_8x9	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;;;
ASV_41g_b3d	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Cryptococcus;
ASV_422_yu6	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_42w_43h	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;
ASV_45n_rgr	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;
ASV_45u_rz2	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_4b4_pwi	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Pilatoporus;
ASV_4h6_gyt	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;
ASV_4ha_y3k	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_4p3_9wr	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;;;
ASV_4qb_fwo	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariales_fam_Incertae_sedis;Phialemoniopsis;
ASV_4vx_di5	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Lentinus;
ASV_4yf_6uk	0	0	0	0	0	0	0	0	251	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinellus;
ASV_50g_1ys	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_52t_fqr	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;
ASV_561_rtd	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;
ASV_56b_fe3	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_577_hmx	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_57f_pre	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_5ac_sqo	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_5b4_mw0	0	0	0	0	0	0	0	85	0	0	0	Fungi;;;;;;
ASV_5bz_8dg	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_5cm_cws	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;
ASV_5ff_7jq	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;
ASV_5fk_uol	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;
ASV_5fv_u2d	0	0	0	0	0	0	0	276	0	0	348	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_5ha_e6w	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_5i3_4o2	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_5ip_4dh	0	0	0	334	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_5l9_hbp	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;
ASV_5mf_owf	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_5nb_fge	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes;
ASV_5o6_266	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Tolypocladium;
ASV_5tf_sd6	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;
ASV_5vc_c5f	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;
ASV_5vq_qmp	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Polyporales;Steccherinaceae;Physodontia;
ASV_5w0_427	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;
ASV_5x7_dpm	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_5z2_8mc	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;
ASV_5zt_lf3	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;
ASV_5zt_qlt	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Saturnispora;
ASV_60v_oct	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;
ASV_618_35u	0	0	6	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces;
ASV_624_vk3	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_62e_qb2	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;;;
ASV_64d_inw	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;
ASV_65n_19e	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;
ASV_65p_d63	0	0	1814	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces;
ASV_65z_2yg	0	36	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_6d0_p0h	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania;
ASV_6d9_f1j	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_6di_way	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Dissoconiaceae;Dissoconium;
ASV_6em_x97	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Exobasidiomycetes;Microstromatales;Microstromatales_fam_Incertae_sedis;Pseudomicrostroma;
ASV_6gc_aok	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Tolypocladium;
ASV_6gc_nb1	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Itersonilia;
ASV_6l2_ovj	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_6mv_rts	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Ramularia;
ASV_6qt_smn	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia;
ASV_6yu_4un	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_71z_uhk	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;;
ASV_72c_c8k	0	0	0	0	0	0	0	0	0	0	3	Fungi;;;;;;
ASV_74l_bv0	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania;
ASV_75s_djy	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;
ASV_75u_b1v	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;
ASV_78b_i5p	0	0	0	0	0	0	0	109	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;
ASV_78l_985	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Exobasidiomycetes;Tilletiales;Tilletiaceae;Tilletia;
ASV_7hx_pcn	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hymenogastraceae;Hebeloma;
ASV_7l6_uf6	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_7lz_4us	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_7mj_jy5	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_7q7_zv5	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;
ASV_7wv_na6	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces;
ASV_7xc_u55	0	0	2863	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_80z_bct	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;;;;
ASV_815_lvt	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_81b_kne	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hymenogastraceae;Hebeloma;
ASV_82u_c3s	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_841_6q0	0	0	0	78	0	0	0	0	0	0	0	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;
ASV_8gi_wqr	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_8gq_7eg	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;
ASV_8gr_cxa	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;
ASV_8hd_r9t	0	0	54	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;
ASV_8he_e95	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;
ASV_8jb_qvx	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Moniliellomycetes;Moniliellales;Moniliellaceae;Moniliella;
ASV_8jw_97c	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_8l3_fp7	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;
ASV_8l5_aq6	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;
ASV_8n9_dd5	0	203	0	0	0	0	0	2344	3343	0	6062	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_8ne_i71	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Didymocyrtis;
ASV_8q5_98d	0	417	0	6018	0	0	0	0	0	4454	423	Fungi;Ascomycota;;;;;
ASV_8r9_t8n	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;
ASV_8ry_cnr	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;
ASV_8vf_0ib	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_8yv_09c	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_95o_1cm	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_95x_whx	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;
ASV_988_cgx	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces;
ASV_99t_kg1	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_9c9_7z8	0	0	0	105	0	0	0	0	0	0	0	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;
ASV_9ee_le9	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;;;;
ASV_9i7_std	0	0	0	0	0	0	0	0	0	0	287	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_9j5_7bt	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;
ASV_9k9_9le	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_9ki_k3f	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_9no_wqt	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_9pm_a5g	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_9qj_r5e	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_9rj_hnv	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Dothideales;Aureobasidiaceae;;
ASV_9t3_ds8	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia;
ASV_9v9_mf4	0	0	0	0	0	292	0	0	0	0	0	Fungi;;;;;;
ASV_9x9_mfc	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_a1w_e09	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Exobasidiomycetes;Tilletiales;Tilletiaceae;Tilletia;
ASV_a4m_3h5	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;
ASV_a6u_occ	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_a8q_rtj	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_ac4_dmd	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;;;;
ASV_acp_ue1	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;
ASV_air_zx3	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Anthracocystis;
ASV_ajr_476	0	0	0	0	0	0	0	588	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;
ASV_ao0_gw3	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;
ASV_ao1_vip	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_apw_fii	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;;;
ASV_ay2_0h1	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;
ASV_ay7_rc3	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;
ASV_ayj_8k9	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_b0d_dj7	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;
ASV_b5v_m6q	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_bdi_9hu	0	0	0	0	0	0	0	0	0	0	86	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_bhc_8a7	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_bip_8s1	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;
ASV_biu_lrm	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_bk2_1t8	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_bn4_0d0	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_btd_dbq	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botryotinia;
ASV_bu3_wy3	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;
ASV_bvw_t24	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;
ASV_bzb_9b5	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_c53_fdo	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Xylodon;
ASV_c9q_6wf	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_caq_xy2	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_cck_2sx	110	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;
ASV_chu_znd	0	0	0	122	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;
ASV_ck7_ehw	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_cnh_3ma	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_crm_fri	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;
ASV_csc_dv4	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Tausonia;
ASV_cua_iaq	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;
ASV_cwf_7kz	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Plectosphaerella;
ASV_cz5_3jp	0	0	0	0	0	0	294	0	0	0	0	Fungi;;;;;;
ASV_czd_zyd	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;
ASV_d4e_mhs	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;
ASV_d5f_tdt	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;
ASV_d6k_lam	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Dothideales;Aureobasidiaceae;Kabatiella;
ASV_d6p_y8b	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_dbw_8lg	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_ddd_e38	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_dgm_9by	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;;;
ASV_dlx_25o	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus;
ASV_dmk_1xj	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_dtp_wqf	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_dul_ae9	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;;;;;
ASV_dvm_4dc	0	0	0	0	0	0	0	100	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_dvm_7fe	0	0	0	0	0	0	0	0	0	0	7	Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariales_fam_Incertae_sedis;Phialemoniopsis;
ASV_dxw_g1y	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;
ASV_e0h_p4a	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_e1k_m33	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_e1v_i1b	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Mycena;
ASV_e2c_2h7	0	0	0	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_e3h_4f9	0	0	0	0	0	0	338	575	0	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;
ASV_e6f_8jc	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;
ASV_e6l_0xt	0	0	814	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_e9k_ouk	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;
ASV_ecc_9jk	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;;;
ASV_ecx_xox	0	17	2497	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_efm_5c0	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;
ASV_ekc_10y	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;;;;;
ASV_en4_utq	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;
ASV_eno_w06	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Xylariales;;;
ASV_epw_bj2	0	0	0	0	0	0	0	2	0	0	0	Fungi;;;;;;
ASV_eyk_t1f	0	0	99	0	0	0	0	0	0	0	0	Fungi;;;;;;
ASV_f0p_mru	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;
ASV_f3a_42z	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;
ASV_f4t_p5l	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
ASV_f5p_zkj	0	0	0	0	0	0	0	0	0	0	0	Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Bannoa;
