sample	P103_S145	P104_S151	P105_S104	P108_S112	P13_S98	P24_S106	P26_S114	P29_S121	P30_S128	P32_S134	P36_S140	P37_S146	P39_S99	P41_S107	P45_S115	P46_S122	P49_S129	P52_S135	P53_S141	P54_S147	P55_S100	P57_S108	P58_S116	P59_S123	P61_S130	P62_S136	P64_S142	P65_S148	P67_S101	P68_S109	P69_S117	P70_S124	P73_S131	P74_S137	P75_S143	P79_S149	P80_S102	P81_S110	P82_S118	P84_S125	P85_S132	P86_S138	P87_S144	P89_S150	P90_S103	P91_S111	P92_S119	P93_S126	P95_S133	P96_S139	Fx101_S42	Fx102_S54	Fx103_S65	Fx104_S76	Fx105_S87	Fx106_S10	Fx108_S21	Fx109_S32	Fx110_S43	Fx111_S55	Fx112_S66	Fx113_S77	Fx115_S88	Fx116_S11	Fx117_S22	Fx118_S33	Fx119_S90	FxR27_S44	FxR30_S67	FxR31_S78	FxR32_S89	FxR34_S12	FxR35_S23	FxR36_S34	FxR37_S45	FxR38_S56	FxR40_S68	FxR41_S79
g__OTU_366	0	0	0	0	0	0.00618477000386548	0	0	0	0	0	0	0	0.00377572210685294	0	0	0	0.00344068263143408	0	0	0.00395199641685658	0	0	0	0	0	0	0	0	0.00734645900675874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00719204559756909	0	0.00509675336810452	0	0.0108629529851395	0	0	0	0	0	0	0	0	0	0
g__OTU_367	0	0.0137159577548501	0	0.181541273225708	0.329078886667692	0	0	0	0	0	0	0	0	0.0402743691397646	0	0	0	0.0619322873658134	0	0	0.0658666069476097	0	0	0	0	0	0.114265504060507	0	0.0897121935843658	0.124889803114899	0	0.00980282321308537	0	0	0	0	0	0	0	0	0.0650108597686204	0	0	0	0	0	0.0313669726689111	0.271609319338857	0.0431020720922065	0	0.0459619172685489	0.0898185361100963	0	0.152218034212815	0.059262286706856	0	0	0	0.198527379187294	0	0	0.228929453581541	0.0837585891330986	0.133052843555028	0	0.0220859312617862	0	0.230294603284957	0	0	0	0.0393826303846371	0	0	0	0.0114799265284702	0	0
g__OTU_368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0231365441715189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_369	0.0135505945323351	0	0	0	0.0169152698754421	0	0	0	0	0	0	0	0	0.00881001824932352	0	0	0	0	0	0	0	0	0	0	0.089313931599269	0	0.0557724484104852	0	0.0121232694032927	0	0	0.0350100829038763	0	0	0	0.0990842695731386	0	0	0	0	0.101948848273518	0	0	0	0	0	0.0669162083603438	0	0	0	0	0	0	0	0.0102176356391131	0	0	0	0.03015605759807	0	0	0	0.0124086798715702	0	0	0	0	0.0282436777613626	0	0	0	0.0975188942857679	0	0	0.00510455837062497	0	0.00366932080871831	0
g__OTU_37	0	0	0	0	0.0169152698754421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00514145426033754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_370	0.408211660286595	0	0	0	0	0.0216466950135292	0	0	0.00633773806128593	0	0	0	0	0.0805487382795293	0	0	0	0.146229011835948	0.249875062468765	0	0.0118559892505697	0	0.00889315760453907	0	0.225345919727386	0	0.0340075904941983	0	0.00727396164197561	0	0	0	0.433446292063992	0	0	0	0.0475584519081222	0	0	0	0.127066680456849	0	0	0	0.182889351942075	0	0	0	0	0	0.00492449113591596	0	0	0	0.0143046898947584	0	0	0	0	0	0	0	0.00775542491973135	0.0125860797957459	0	0	0	0	0	0	0	0.0262550869230914	0	0	0.0102091167412499	0	0	0
g__OTU_371	0	0	0	0	0.00461325542057512	0.0278314650173947	0	0	0	0	0	0	0	0	0	0	0	0	0.0403024294304461	0	0	0.00803923144947343	0	0	0.013740604861426	0	0.0340075904941983	0	0	0	0	0	0.192292536842935	0	0	0	0.0308487255620252	0	0	0	0.0561457425274449	0	0	0	0	0.019804071717145	0	0	0	0	0.0393959290873276	0	0	0	0.0347399611729846	0	0	0	0.153293292790189	0.0218455881014363	0	0	0.051185804470227	0	0	0	0	0	0	0	0	0.0150029068131951	0	0	0	0	0	0
g__OTU_372	0.0558962024458823	0.115823643263179	0.316336100107778	1.12214438014012	0.0661233276949101	0.179358330112099	0	0	0.0269353867604652	0	0	0	0	0.144736014096029	0.165574496863413	0	0	0.461051472612167	0.108010510873595	0	0.291130402708434	0.0659216978856821	0.163634099923519	0.00591926127619273	0.921994586201685	0	0.564526002203691	0	0.783163203452708	0.292389068468998	0.0113507377979569	0.186253641048622	0.22223973520372	0	0.0428082191780822	0.0527384015469931	0.352189616833121	0	0.081366965012205	0.0894563493677063	0.200942657466645	0.0461794732241519	0.493395889642511	0	0.0914446759710375	0.00528108579123868	0.506053825725099	0.518650961551586	0.0558730564158232	0	0.0984898227183191	0.447570332480819	0.00916310323762981	0.0126848361844013	0.114437519158067	0	0	0	0.263865503983113	0	0.0105285323225942	0.0361467558286644	0.130291138651487	1.04464462304691	0.0379284732209176	0.10193506736209	0.0469353359076654	0.951594681498218	0.0178862079450536	0.0190614158819717	0.0566771851352594	0.0562609005494815	0.0534381139489195	0.0304652478565522	0	0	0.0165119436392324	0.127397756062251
g__OTU_373	0	0	0	0.0158391714894913	0.00461325542057512	0	0	0.00617236324357688	0	0	0	0	0	0.0100685922849412	0	0	0.00894014572437531	0.00516102394715112	0	0	0.00131733213895219	0.0466275424069459	0.0498016825854188	0.0106546702971469	0.006870302430713	0	0.00544121447907173	0	0	0.00587716720540699	0.018161180476731	0	0	0	0	0	0.00642681782542192	0	0	0	0.00591007816078368	0	0	0.00748917813759118	0	0.00528108579123868	0	0	0	0.0125072307427732	0.0508864084044649	0.00913408841797589	0	0	0	0	0	0	0.0100520191993567	0.018204656751197	0	0	0.00310216996789254	0.00899005699696136	0	0.0254837668405226	0	0.0325888589554184	0	0	0.0582090009497258	0	0	0.00435217826522174	0	0	0.0990716618353942	0
g__OTU_374	0	0.00457198591828337	0	0	0	0.0216466950135292	0	0	0	0	0	0	0	0	0	0	0	0.349229287090559	0.46267188986152	0	0	0.0225098480585256	0	0	0.0975582945161246	0	0	0	0	0	0	0	0	0	0	0	0.00385609069525315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0100520191993567	0	0	0	0	0	0	0	0	0	0	0	0	0.063762353956079	0	0	0	0	0	0
g__OTU_375	0	0	0	0.0523911056960098	0	0	0	0	0	0	0.0869684624891289	0.0419287211740042	5.07335984759868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_376	0.0101629458992513	0	0	0	0	0	0	0	0.00633773806128593	0	0	0	0	0.0113271663205588	0	0	0.0208603400235424	0.0120423892100193	0	0	0	0.00482353886968406	0	0.0248608973600095	0	0	0	0	0.00242465388065854	0.00587716720540699	0	0	0	0	0	0	0.00899754495559069	0	0	0	0.0118201563215674	0.0049478007025877	0.00509969911775205	0	0	0	0	0	0.00798186520226046	0	0	0	0	0	0	0	0	0	0.00502600959967834	0	0	0	0	0.00719204559756909	0	0.0237848490511544	0.0106671217971967	0.0130355435821674	0	0	0	0	0	0	0	0	0.0348585476828239	0
g__OTU_377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105386571116176	0	0.240115255322555	0	0	0	0.00952212533837552	0	0.0206095579855976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0653928680903239	0	0	0	0	0	0	0	0.0558390594220657	0	0	0	0	0.0325888589554184	0	0	0	0.331939313241941	0	0	0	0	0	0
g__OTU_378	0.015244418848877	0	0	0.069448674992385	0	0.041747197526092	0	0	0	0	0	0	0	0.095651626706941	0	0	0	0	0	0	0	0.0128627703191575	0	0	0.0522142984734188	0	0.00952212533837552	0	0	0	0.00908059023836549	0.119034281873179	0	0	0	0	0.00899754495559069	0	0	0	0	0	0	0	0	0	0.0146379205788252	0	0	0	0	0.0274022652539277	0	0.280878515511743	0	0	0	0	0	0	0	0.481956744382192	0.00620433993578508	0.0125860797957459	0	0	0	0.0173807247762232	0	0	0	0	0	0	0.0323288696806248	0	0.0330238872784648	0
g__OTU_379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00680151809883966	0	0	0	0	0.00840241989693032	0.0126093466782252	0	0	0	0.00899754495559069	0	0	0	0.0162527149421551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152081341791953	0	0	0	0.0112521801098963	0	0	0	0	0	0
g__OTU_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_380	0	0	0	0	0.00615100722743349	0	0	0	0	0	0	0	0	0.0113271663205588	0	0	0	0.00860170657858519	0	0	0.0144906535284741	0.00482353886968406	0	0	0	0	0	0	0	0.0146929180135175	0	0	0	0	0	0	0.0077121813905063	0	0	0	0.0206852735627429	0	0	0	0	0	0	0	0	0	0	0	0	0.0434908669179472	0.0224787984060488	0	0	0	0	0	0	0.0803261240636986	0.0124086798715702	0	0	0	0.00426684871887867	0.00651777179108369	0	0	0	0.00562609005494815	0	0	0.00850759728437495	0	0	0
g__OTU_381	0.0169382431654189	0	0.00419915177134219	0.0560462991166616	0.00307550361371675	0	0	0	0.120417023164433	0	0	0	0	0.0692215719589705	0	0	0	0.00860170657858519	0	0	0.00790399283371316	0.0852158533644184	0.0249008412927094	0	0.013740604861426	0	0.0516915375511814	0	0	0.00440787540405525	0.0703745743473326	0.00980282321308537	0	0	0	0	0.0565559968637129	0	0	0	0.0413705471254857	0	0.0114743230149421	0	0	0.00396081434342901	0	0	0.0127709843236167	0.0234510576426997	0.0344714379514117	0	0	0	0.00408705425564524	0	0	0	0.128163244791798	0	0	0	0	0.0161821025945304	0	0	0.0149339705160754	0.0152081341791953	0	0	0	0.00937681675824691	0	0.0261130695913305	0	0	0.0513704913220563	0
g__OTU_382	0	0	0	0.186414864453244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0431496012657216	0	0	0	0	0	0	0	0	0	0	0.328307647267937	0	0	0	0.00328299409061064	0.00913408841797589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00819994752033587	0	0
g__OTU_383	6.7854602120668	2.38505265403782	0	1.14529393847091	1.26403198523758	1.72091225357557	0.429422691853031	0	0.0174287796685363	0	0	0	0	1.17928387137373	0.00932814066836128	0.844787227657404	4.17504805328327	0	1.54438909577469	0	0.363583670350806	3.0549079507999	2.32822866086833	4.34355392447022	0.0164887258337112	0	3.21847836437093	1.17785630153121	0	1.44872171613282	4.45175936435868	1.63427066995295	1.82835526834266	0	0.634195839675292	0.717561887715149	0.0128536356508438	0.0130606274325419	0	0.422884560647339	1.51593504824101	0.0098956014051754	2.22856851445765	1.04548926800773	4.58122835684411	1.32291199070529	1.98866606720897	0.615556799104645	3.95102327511893	0.642558979409972	21.72028890348	5.9706491292169	5.13439218081858	3.44665120324732	0.0674363952181465	0.00863595146595276	0.0764472861213427	0.0155448468832582	0.600608147161561	7.64777630117784	1.56423908792829	6.05257344819969	0	0.0269701709908841	27.0730281144808	2.20009853723178	0.251744074413842	3.01121056748066	4.2390312829777	1.62593877473219	2.31457369565883	0.913301952253249	0.044007858546169	10.5649127388258	0.401558591822497	0	0.0128426228305141	4.63409337676439
g__OTU_384	0	0.0335278967340781	0	0.0816326530612245	0	0.0355624275222265	0.0144749221972932	0.0216032713525191	0.045948600944323	0	0	0	0	0.0906173305644704	0	0.166556629253946	0.00894014572437531	0.0739746765758326	0	0.0527890198838642	0.0461066248633268	0.0192941554787362	0.0320153673763406	0.06511187403812	0.020610907292139	0.0511016045903841	0.0748166990872363	0.0155892745790896	0.0327328273888902	0.0102850426094622	0.0158910329171396	0	0.0220663566868942	0	0.0459791983764586	0.113467469995046	0.0732657232098099	0.0626910116762009	0.0616416401607614	0.0149093915612844	0.0679658988490123	0	0.0395226681625784	0.0644069319832841	0.182889351942075	0.0448892292255288	0	0.01774332236887	0.0670476676989879	0.0562825383424792	0.200262639527249	0.173547679941542	0.122174709835064	0.0616120614670919	0.12465515479718	0.11874433265685	0	0.135462237125536	0.0829291583946925	0.444193624729206	0.112805703456367	0	0.0310216996789254	0.0809105129726522	0	0.0509675336810452	0.162140251317389	0.321543408360129	0.522277271995564	0.12771148640921	0.418185717349346	0.0412579937362864	0.119449901768173	0.05005005005005	0.0170151945687499	0.0508396746260824	0.047701170513338	0.0521172638436482
g__OTU_385	0.0440394322300891	0.0121919624487557	0.043391234970536	0	0.0891896047977856	0	0	0	0	0	0	0	0	0.00881001824932352	0	0	0	0	0.16443391207622	0	0.0105386571116176	0	0	0	0.0508402379872762	0	0	0	0.0109109424629634	0	0	0	0	0	0	0	0.0308487255620252	0.035263694067863	0	0	0	0	0	0	0	0	0.0146379205788252	0	0	0	0.0459619172685489	0	0	0.0181211945491447	0	0	0	0	0	0	0	0.0361467558286644	0	0.0107880683963536	0.00948211830522939	0.100236149572722	0	0.37151299209177	0	0	0.165436107962378	0.0187536335164938	0	0	0.265437035272499	1.26443190763579	0.104575643048472	0
g__OTU_386	0.0101629458992513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00516102394715112	0.0338540407215747	0	0	0	0	0	0.0082443629168556	0	0	0	0.00848628858230488	0.0161622098148692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00886511724117551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105682229460731
g__OTU_388	0	0	0	0.589704538531831	0.610487467322774	0	0	0	0	0	0	0	0	0.152287458309735	0	0	0	0.0619322873658134	0	0	0	0	0.0818170499617594	0	0	0	0.03944880497327	0	0.183061367989719	0.00587716720540699	0	0	0	0	0	0	0	0	0	0	0	0	0.00892447345606609	0	0	0	0	0	0	0	0.0426789231779383	1.90902447935696	0.0565058032987172	0	0.290180852150812	0	0	0	0.0125650239991958	0	0	0	0.355198461323696	0	0	0.049268615891677	0	1.89884418180238	0	0	0	0.180034881758341	0	0.0108804456630544	0.0204182334824999	0	0	0
g__OTU_389	0.030488837697754	0	0	0.155954919281146	0.0599723204674765	0	0	0	0	0	0	0	0	0.0163614624630294	0	0	0	0	2.1408650513453	0	0.268735756346247	0	0.131618732547178	0	0.427332811190349	0	0.0462503230721097	0	0.288533811798366	0	0	0.0420120994846516	0	0	0	0	0	0	0	0	0.101948848273518	0	0	0	0	0	0	0	0.0670476676989879	0	0	0	0	0.0144969556393157	0.177786860120568	0	0	0	0	0	0	0.0341386027270719	0.164415008298305	0	0	0	0	0	0	0	0	0.157530521538548	0	0	0.0663592588181246	0	0	0
g__OTU_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057335464591007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_390	0	0	0	0	0	0.00309238500193274	0	0	0.00475330354596445	0	0	0	0	0.00251714807123529	0	0	0	0	0.0161209717721784	0	0.0210773142232351	0.0353726183776831	0	0	0.013740604861426	0	0.0163236434372152	0	0.00484930776131707	0	0.00454029511918275	0	0.0520135550476791	0	0	0	0.00899754495559069	0	0	0	0	0	0	0	0	0	0	0	0.00638549216180837	0	0	0	0	0.00362423890982894	0	0	0	0	0	0	0	0	0	0.059334376179945	0	0	0	0	0	0	0	0.0112521801098963	0	0	0	0	0	0.260586319218241
g__OTU_391	0.157525661438396	0.0624838075498727	0	0	0.130708903582962	0.440664862775416	0.468022484379146	0	0	0	0	0	0	0.134667421811088	0	0.220574995498469	0	0	0.253099256823201	0.16796506326684	0.16203185309112	0.466275424069459	0.103160628212653	0.435657629927785	0	0.048181512899505	0	0	0.0278835196275732	0	0.301929625425653	0	0.182835526834266	0	0.0634195839675292	0.073514135489748	0.268640985102636	0.135830525298435	0.086298296225066	0	0	0	0.155540823091438	0.0898701376510942	0.130421095237381	0.165033930976209	0.117103364630602	0.103730192310317	0.0590658024967274	0.125072307427732	0.0213394615889691	0	0.00610873549175321	0	0	0.0172719029319055	0	0	0	0	0	0	0	0.0647284103781218	0	0	0	0	0	0	0.0183817897735976	0.00750145340659753	0	0.0478739609174392	0	0.167278929414852	0.023850585256669	0
g__OTU_392	0	0	0	0.0852878464818763	0.0292172843303091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0231222097718016	0	0	0	0.019044250676751	0	0.101835462987659	0	0	0	0	0	0	0	0	0	0	0	0	0.049478007025877	0	0	0	0	0.0209113151126074	0	0	0	0	0	0	0.0199333140040591	0	0	0	0	0.0251300479983917	0	0	0.0642608992509589	0	0	0	0.0169891778936817	0	0.0304162683583905	0	0	0	0	0	0	0	0	0	0
g__OTU_393	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151028884274117	0	0	0	0	0	0	0	0	0	0	0.199238770490677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0773718659166475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200663878626484	0	0	0	0	0	0
g__OTU_394	0	0	0	0	0	0.0262852725164283	0	0	0	0	0	0	0	0.0843244603863822	0	0	0	0	0	0	0	0	0	0	0	0	0.020404554296519	0	0.0509177314938293	0	0	0.0196056464261707	0	0	0	0.0878973359116552	0.120824175117932	0	0	0	0.0472806252862694	0	0	0	0	0	0	0.0559597090095132	0	0	0	0	0	0	0.392357208541943	0	0	0	0	0	0	0	0.434303795504956	0.0161821025945304	0	0.0322794379979953	0	0.0173807247762232	0	0	0	0.0506348104945333	0	0	0.0170151945687499	0.122999212805038	0	0
g__OTU_395	0.0796097428774688	0	0	0	0.024604028909734	1.15964437572478	0	0	0.0871438983426815	0	0	0	0	0	0	0	0	0.00860170657858519	0.847963115216586	0	0	0.180078784468205	0	0	0.0082443629168556	0	0.0272060723953586	0	0	0	0.653802497162316	0	1.07652297265348	0	0	0	0.233936168845358	0	0	0	0.0709209379294041	0.0131941352069005	0.286858075373552	0	0	0	0.0125467890675645	0	0	0.0109438268999265	0	0	0	0	0.0122611627669357	0	0	0	0.0276430527982308	0	0	0	0.017061934823409	0.124062786558067	0	0	0	0	0	0	0.0122545265157317	0.170658065000094	0	0.0195848021934978	0	0	0	0
g__OTU_396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00817410851129049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275678412692459	0	0	0.891596195402494	0	0	0
g__OTU_397	0	0	0	0.50319829424307	0	0	0	0	0.0126754761225719	0	0	0	0	0.0616701277452646	0	0	0	0	0	0	0.0698186033644663	0.197765093657046	0	0	0.0233590282644242	0	0.0625739665093249	0	0.506752661057634	0	0	0.00980282321308537	0	0	0	0.0111869336614834	0	0	0	0	0.0723984574696	0	0	0	0	0	0	0	0	0	1.19336835193697	0	0	0	0.0470011239399203	0	0.00347487664187921	0.0133241544713642	4.42791445731661	0	0	0	0.0589412293899583	0.0251721595914918	0.00632141220348626	0.00509675336810452	0.025601092313272	1.21447814373859	0	0	0.0137863423301982	0.123773981208859	0	0.0304652478565522	0	0	0	0
g__OTU_398	0	0	0	0	0.00461325542057512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5558280758263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_399	0	0	0.972803493694274	0	0	0.50251256281407	0.419772743721502	0	0	0	0	0.529350104821803	0	0	0	0	1.76716880485152	0.0412881915772089	0.768970353532911	0	0	0	0	0	0	0	0	0	0	0	0.24744608399546	0	0.847978564110647	0	0	0	0.394606614480906	0	0	0	0	0	0	0	0.359782331689328	0.15843257373716	0	0	0	0.234510576426997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340209916757148
g__OTU_4	0.204952742301568	0.0259079202036058	0.512296516103747	0.00852878464818763	0.0138397662617254	0.36180904522613	0.0699621239535838	0.538538693002083	0.0269353867604652	3.33594475923261	0.462306037442212	2.88259958071279	1.01935095752147	0	0.331148993726825	0.0330112238160975	0.156452550176568	0.04644921552436	0.499750124937531	0.0399916817302001	0.395199641685658	0.0643138515957874	0.0124504206463547	0.104178998460992	0.127787625211262	0.167905272225548	0	0	0.00848628858230488	0.2101087275933	0.864926220204313	0.0154044364777056	0.107179446764915	0.231825582218447	0	0	0.0218511806064345	0.0548546352166758	0.113420617895801	0.0230417869583486	0	0.0445302063232893	0	0.0419393975705106	0.0734555593865711	0.235008317710121	0.0125467890675645	0.132392482290799	0.0255419686472335	0.106311461313572	0	0.00761174034831324	0.815516188149053	0.0163090750942302	0	0	0	0.0688414647687149	0	0	0	0	0	0	0	0	0	0	0	0.011436849529183	0	0	0.00471512770137525	0	0	0	0	0.0651465798045603
g__OTU_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_400	1.65994783021105	0.297179084688419	0	0	0	0	0	0	0	0	0	0	0	0	0.629649495114386	0	0	0	0.0177330689493963	0	0	0.0434118498271565	0.202763993383491	1.15188824434711	0	0	0	0	0	0	0	0	0	0	0.00634195839675292	0.132645070557589	0	0	0	0	0.359037248267608	0	0	0.256129892305618	0	0	0	0	0.552345071996424	0	0.0886408404464872	0.348617707952746	0.00610873549175321	0	0.0183917441504036	0.010794939332441	0	0	0.434749830372176	1.13779104694981	1.47098637307102	0	0	0	0	0	0	0	1.50780732976802	1.31714383744425	0	0	0	0	0	0	0	0
g__OTU_401	0	0	0	0	0	0	0	0	0	0.0346165758740685	0.00457728749942784	0	0.0100264028608669	0.816814549115852	0	0.0435147950303103	0	0.975433526011561	0.673856620077058	0.00799833634604002	0.968239122129862	0	0	0.542204332899254	0	0	0	1.74080232799834	0.0497054045535	0	0	0.0210060497423258	0	0	1.30802891933029	0	0.0115682720857595	0.557688791369537	0	0.0474389731495412	0.0517131839068572	0	0	0.00299567125503647	3.10761988996657	0.0237648860605741	0	0.376704382600625	0	0	4.65692711753119	0.118743149433687	0	0.797332560162366	0.647798099519771	0.00863595146595276	0.0121620682465772	0	0.0276430527982308	0.238481003440681	0	1.24907122919051	0.708845837663446	1.19747559199525	1.85375412867235	1.22491972613445	0	2.43330146867124	0.00536586238351607	0	0.92368493612328	1.07270783714345	1.62986247544204	0.311180745963355	6.51511800037433	0.859354500131199	0.187135361244634	0.0130293159609121
g__OTU_402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_403	0	0	0	0	0	0.00463857750289911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00824633450431283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00375072670329876	0	0	0	0.00327997900813435	0	0
g__OTU_404	0.0626714997120499	0.00761997653047229	0	0.0536095035028937	0.0768875903429187	0.0402010050251256	0.024124870328822	0	0	0	0	0	0	0.0364986470329117	0	0.0360122441630154	0.038740631472293	0.0653729699972475	0	0.0479900180762401	0.0579626141138965	0.10290216255326	0	0	0.048092117014991	0.00438013753631864	0.16459673799192	0	0.0242465388065854	0.0396708786364972	0.0317820658342792	0.0154044364777056	0.020490188352116	0	0.0269533231861999	0.0463458680261455	0.0372755433874471	0.0156727529190502	0	0	0.0531907034470531	0	0.0484471416186445	0.0194718631577371	0.0614628149969269	0.0369676005386708	0	0.0395812575920947	0.0558730564158232	0	0.0328299409061064	0	0	0	0	0	0	0	0	0	0.0165448365069338	0	0	0.0107880683963536	0	0	0	0	0	0.00381228317639434	0.0245090530314635	0.0131275434615457	0.0722986247544204	0	0.00850759728437495	0	0	0
g__OTU_405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
