feature	g__OTU_1	g__OTU_10	g__OTU_1003	g__OTU_101	g__OTU_1039	g__OTU_1065	g__OTU_1070	g__OTU_1078	g__OTU_1079	g__OTU_1082	g__OTU_109	g__OTU_11	g__OTU_110	g__OTU_1155	g__OTU_1178	g__OTU_12	g__OTU_126	g__OTU_1265	g__OTU_128	g__OTU_13	g__OTU_130	g__OTU_132	g__OTU_134	g__OTU_135	g__OTU_1361	g__OTU_139	g__OTU_14	g__OTU_15	g__OTU_157	g__OTU_158	g__OTU_159	g__OTU_16	g__OTU_161	g__OTU_162	g__OTU_164	g__OTU_166	g__OTU_168	g__OTU_169	g__OTU_17	g__OTU_170	g__OTU_171	g__OTU_173	g__OTU_181	g__OTU_19	g__OTU_198	g__OTU_2	g__OTU_209	g__OTU_21	g__OTU_214	g__OTU_22	g__OTU_227	g__OTU_23	g__OTU_234	g__OTU_238	g__OTU_24	g__OTU_241	g__OTU_242	g__OTU_244	g__OTU_248	g__OTU_25	g__OTU_255	g__OTU_257	g__OTU_261	g__OTU_262	g__OTU_268	g__OTU_269	g__OTU_274	g__OTU_280	g__OTU_281	g__OTU_285	g__OTU_29	g__OTU_294	g__OTU_295	g__OTU_296	g__OTU_299	g__OTU_3	g__OTU_30	g__OTU_308	g__OTU_31	g__OTU_310	g__OTU_317	g__OTU_32	g__OTU_320	g__OTU_321	g__OTU_322	g__OTU_324	g__OTU_326	g__OTU_327	g__OTU_328	g__OTU_329	g__OTU_33	g__OTU_333	g__OTU_334	g__OTU_335	g__OTU_337	g__OTU_341	g__OTU_342	g__OTU_343	g__OTU_344	g__OTU_345	g__OTU_348	g__OTU_350	g__OTU_353	g__OTU_354	g__OTU_355	g__OTU_356	g__OTU_358	g__OTU_360	g__OTU_363	g__OTU_364	g__OTU_365	g__OTU_366	g__OTU_367	g__OTU_369	g__OTU_370	g__OTU_371	g__OTU_372	g__OTU_373	g__OTU_374	g__OTU_376	g__OTU_377	g__OTU_378	g__OTU_380	g__OTU_381	g__OTU_383	g__OTU_384	g__OTU_385	g__OTU_388	g__OTU_389	g__OTU_390	g__OTU_391	g__OTU_392	g__OTU_394	g__OTU_395	g__OTU_397	g__OTU_399	g__OTU_4	g__OTU_400	g__OTU_401	g__OTU_404	g__OTU_408	g__OTU_413	g__OTU_415	g__OTU_416	g__OTU_418	g__OTU_419	g__OTU_426	g__OTU_427	g__OTU_428	g__OTU_430	g__OTU_431	g__OTU_433	g__OTU_434	g__OTU_435	g__OTU_436	g__OTU_439	g__OTU_440	g__OTU_441	g__OTU_443	g__OTU_444	g__OTU_446	g__OTU_447	g__OTU_450	g__OTU_451	g__OTU_452	g__OTU_454	g__OTU_455	g__OTU_456	g__OTU_458	g__OTU_46	g__OTU_460	g__OTU_462	g__OTU_464	g__OTU_465	g__OTU_466	g__OTU_467	g__OTU_469	g__OTU_472	g__OTU_473	g__OTU_476	g__OTU_478	g__OTU_480	g__OTU_481	g__OTU_484	g__OTU_485	g__OTU_486	g__OTU_488	g__OTU_49	g__OTU_490	g__OTU_491	g__OTU_492	g__OTU_493	g__OTU_494	g__OTU_497	g__OTU_498	g__OTU_5	g__OTU_50	g__OTU_507	g__OTU_509	g__OTU_510	g__OTU_516	g__OTU_517	g__OTU_519	g__OTU_52	g__OTU_520	g__OTU_521	g__OTU_522	g__OTU_523	g__OTU_525	g__OTU_526	g__OTU_527	g__OTU_528	g__OTU_529	g__OTU_530	g__OTU_531	g__OTU_532	g__OTU_535	g__OTU_536	g__OTU_537	g__OTU_539	g__OTU_54	g__OTU_540	g__OTU_541	g__OTU_544	g__OTU_545	g__OTU_546	g__OTU_547	g__OTU_548	g__OTU_549	g__OTU_550	g__OTU_552	g__OTU_554	g__OTU_555	g__OTU_556	g__OTU_557	g__OTU_558	g__OTU_559	g__OTU_560	g__OTU_561	g__OTU_562	g__OTU_563	g__OTU_564	g__OTU_565	g__OTU_566	g__OTU_567	g__OTU_571	g__OTU_573	g__OTU_574	g__OTU_575	g__OTU_576	g__OTU_577	g__OTU_578	g__OTU_579	g__OTU_580	g__OTU_581	g__OTU_583	g__OTU_584	g__OTU_585	g__OTU_589	g__OTU_59	g__OTU_590	g__OTU_591	g__OTU_592	g__OTU_594	g__OTU_595	g__OTU_598	g__OTU_6	g__OTU_60	g__OTU_603	g__OTU_605	g__OTU_610	g__OTU_611	g__OTU_616	g__OTU_617	g__OTU_618	g__OTU_619	g__OTU_620	g__OTU_621	g__OTU_622	g__OTU_623	g__OTU_624	g__OTU_626	g__OTU_627	g__OTU_628	g__OTU_632	g__OTU_635	g__OTU_643	g__OTU_647	g__OTU_658	g__OTU_66	g__OTU_663	g__OTU_685	g__OTU_688	g__OTU_689	g__OTU_69	g__OTU_694	g__OTU_696	g__OTU_7	g__OTU_70	g__OTU_700	g__OTU_703	g__OTU_704	g__OTU_711	g__OTU_715	g__OTU_717	g__OTU_719	g__OTU_720	g__OTU_735	g__OTU_736	g__OTU_739	g__OTU_740	g__OTU_741	g__OTU_743	g__OTU_749	g__OTU_753	g__OTU_761	g__OTU_762	g__OTU_766	g__OTU_769	g__OTU_770	g__OTU_777	g__OTU_78	g__OTU_780	g__OTU_786	g__OTU_789	g__OTU_79	g__OTU_790	g__OTU_795	g__OTU_8	g__OTU_800	g__OTU_804	g__OTU_805	g__OTU_807	g__OTU_814	g__OTU_815	g__OTU_818	g__OTU_819	g__OTU_826	g__OTU_827	g__OTU_834	g__OTU_836	g__OTU_84	g__OTU_851	g__OTU_853	g__OTU_855	g__OTU_86	g__OTU_865	g__OTU_873	g__OTU_875	g__OTU_88	g__OTU_883	g__OTU_885	g__OTU_892	g__OTU_9	g__OTU_905	g__OTU_906	g__OTU_912	g__OTU_914	g__OTU_915	g__OTU_95	g__OTU_961	g__OTU_964	g__OTU_99
P103_S145	-5.68556310753267	-14.1851593507021	-14.4464741008051	-15.0409917165971	-15.2343683897564	-10.7286708290878	-15.9101273902102	-16.1561818551595	-13.8161336703381	-14.231171169617	-5.05458243789362	-16.1999790076159	-15.6688665221416	-15.9101273902102	-15.6022058986565	-15.3821061123691	-15.2725325912524	-15.5741795800355	-14.3639294011665	-14.3765098034397	-15.4384670017424	-10.5307314514759	-5.83171521153697	-15.9124215817789	-16.1999790076159	-15.9124215817789	-4.37994267485669	-4.75139090558785	-15.7474325083449	-12.0087787482805	-16.0465272111521	-7.40250574131393	-15.8166587003824	-12.4942055754507	-14.6190545361226	-11.5682061568945	-10.8619373599512	-15.2096056691436	-9.8161336703381	-15.6948203548763	-15.6150165068947	-16.0162859821088	-5.88391891836972	-15.6264220246702	-15.6150165068947	-8.93349062097626	-8.30833903013941	-6.60668030470915	-15.0751657404248	-15.8923530757341	-10.0882132157749	-15.9895940718644	-8.09503448163092	-2.37357888391942	-15.1194004910172	-4.13885447902593	-15.9962969366874	-11.9092430747296	-11.3741018691806	-7.21622082815098	-10.115693952197	-14.3524770048993	-14.8708944582341	-4.19042482727364	-7.95815267521053	-4.37526450272723	-9.45858166572002	-14.0465272111521	-9.72867082908777	-14.8760180561792	-6.09674484939602	-6.78271066880065	-13.4942055754507	-14.7229853672303	-15.4902032397037	-8.85034938567602	-14.7043629917384	-15.9423083127697	-15.7043629917384	-15.2343683897564	-14.8388099857086	-14.5720369837549	-9.0087787482805	-10.6868506533931	-10.5307314514759	-14.7532376455375	-9.98324365617336	-15.9423083127697	-14.231171169617	-9.62630911145808	-14.5355669970862	-12.115693952197	-14.5904934868915	-9.77173955097965	-12.3567020517008	-11.231171169617	-13.231171169617	-14.7532376455375	-7.11569395219701	-14.5741795800355	-12.2311711696169	-14.9133881072084	-15.2538290228627	-15.2538290228627	-14.8161336703381	-7.3162877832549	-11.5682061568945	-15.0465272111521	-12.3567020517008	-15.9488919018877	-12.2311711696169	-15.7775378666782	-14.2678108183672	-12.8161336703381	-7.90324433410814	-15.2503230943346	-10.7717395509797	-17.2040170368438	-15.6129836503454	-13.231171169617	-14.3280738127344	-12.6462086688958	-15.3275877286508	-12.4942055754507	-3.8481869645254	-14.4474276681454	-11.115693952197	-15.0465272111521	-11.6462086688958	-16.1591420807567	-9.27697485923007	-13.4908007474802	-13.5748825629625	-10.2615448186605	-15.7945681698647	-12.192575365957	-8.89727043306351	-5.87949573133553	-16.0234295024636	-10.6066803047092	-13.4942055754507	-15.0409917165971	-14.0454671540237	-12.0087787482805	-14.5881992953229	-11.231171169617	-13.8193308904775	-13.4942055754507	-9.72867082908777	-13.4942055754507	-13.231171169617	-13.8161336703381	-7.72337652941825	-15.8939650786423	-13.0087787482805	-13.4942055754507	-7.47183776242229	-14.4908007474802	-16.2040170368438	-7.62630911145809	-13.7945681698647	-7.74467130778148	-15.5712193544383	-7.43675530326684	-10.3242805740084	-15.2245795612641	-16.2098150602265	-9.8161336703381	-13.7426252279296	-15.8939650786423	-16.8574950919736	-15.3275877286508	-14.3573458120486	-13.4942055754507	-11.115693952197	-15.2678595753601	-15.7149699035983	-10.4942055754507	-10.0087787482805	-15.9124215817789	-6.81895418940048	-15.1624700076237	-14.479220887564	-13.8120101314982	-7.90324433410814	-15.9423083127697	-14.2277663416464	-9.30833903013941	-9.44109423899118	-9.45858166572002	-9.47628366745348	-11.4942055754507	-15.0542227367266	-8.36492255850577	-15.8923530757341	-4.36389242990729	-14.7229853672303	-15.938752586543	-13.4942055754507	-14.8120101314982	-15.1591420807567	-16.116993677547	-15.5741795800355	-15.9962969366874	-10.6462086688958	-8.62630911145808	-12.8161336703381	-8.50325071505375	-7.90324433410814	-10.5307314514759	-14.8010767890421	-10.9092430747296	-9.42381624755934	-14.9319009279753	-6.6042453757921	-5.8260297064806	-12.0087787482805	-15.8923530757341	-5.06041151669583	-14.9133881072084	-15.8010767890421	-14.231171169617	-14.3629198114845	-14.6774333642235	-12.0087787482805	-10.2925717142811	-13.8379038320695	-15.1066174630367	-11.231171169617	-12.0087787482805	-8.64620866889579	-13.0087787482805	-10.3567020517008	-13.6428038409252	-13.231171169617	-15.6190545361226	-11.0087787482805	-13.4974027955902	-8.0087787482805	-15.3275877286508	-12.6462086688958	-15.0928121877574	-7.19042482727364	-11.4238162475593	-11.1722774805634	-15.7149699035983	-13.4942055754507	-14.3251648894891	-9.60668030470915	-9.79376585730965	-9.35670205170081	-14.7104620739792	-15.0172433979353	-14.382434896851	-15.1979461510666	-8.25389124611703	-15.7945681698647	-14.6774333642235	-15.4384670017424	-12.0087787482805	-13.3319504507254	-14.2245795612641	-15.0409917165971	-10.231171169617	-10.7286708290878	-16.2098150602265	-6.39617349249022	-14.3096387554894	-15.4800012481822	-10.9092430747296	-12.4942055754507	-14.9423083127697	-14.9993614591108	-12.8161336703381	-11.9092430747296	-15.4313234813877	-14.8095420619852	-11.8161336703381	-14.8780509127285	-13.0087787482805	-13.0087787482805	-15.4233785765185	-15.9895940718644	-13.231171169617	-15.4629708252948	-15.2098150602265	-16.2865758096216	-15.7945681698647	-15.1300074028771	-15.3573458120486	-16.0234295024636	-11.2925717142811	-16.2538290228627	-14.2678108183672	-16.0751657404248	-14.8950387474611	-12.115693952197	-12.2492912595509	-15.3275877286508	-15.7016133089004	-13.7229853672303	-14.382434896851	-12.8161336703381	-15.1214795555648	-15.0083410772396	-12.0087787482805	-15.0172433979353	-15.4221304851133	-16.0890366152417	-13.231171169617	-14.231171169617	-10.4942055754507	-15.1598450636837	-12.0087787482805	-11.6462086688958	-13.4942055754507	-12.0087787482805	-15.7043629917384	-15.6150165068947	-15.192575365957	-14.9962969366874	-15.6129836503454	-16.1979461510666	-10.6462086688958	-15.1979461510666	-14.9484128626647	-15.9891727207724	-15.4042102200512	-13.8161336703381	-15.4629708252948	-11.9092430747296	-14.5720369837549	-13.8161336703381	-12.2311711696169	-16.047933326016	-15.2098150602265	-10.1722774805634	-10.7286708290878	-16.047933326016	-13.8095420619852	-15.3634503619435	-14.9895940718644	-15.6129836503454	-14.1002023902259	-14.8120101314982	-15.7701218514233	-12.8161336703381	-15.1561818551595	-15.1598319269569	-15.7775378666782	-15.0890366152417	-16.0465272111521	-15.2096056691436	-3.89429273326361	-15.604350524062	-9.79376585730965	-15.8574950919736	-15.9895940718644	-15.5741795800355	-15.9484128626647	-15.2040170368438	-15.7016133089004	-15.2725325912524
P104_S151	-5.84961433960617	-7.33758336133886	-14.4464741008051	-15.0409917165971	-15.2343683897564	-13.8010767890421	-15.9101273902102	-16.1561818551595	-16.1591420807567	-4.79723763528038	-5.33224991703582	-6.66844458099623	-8.19846155919054	-15.9101273902102	-15.6022058986565	-11.4143989583897	-15.2725325912524	-15.5741795800355	-14.3639294011665	-12.0924708635023	-9.44477260743321	-12.2989217409698	-7.54403423880628	-15.9124215817789	-16.1999790076159	-15.9124215817789	-5.09322246291546	-3.17998066824625	-15.7474325083449	-16.135428734792	-16.0465272111521	-9.52362802814444	-15.8166587003824	-15.2316961996613	-14.6190545361226	-15.2277663416464	-16.2865758096216	-15.2096056691436	-6.77777433784604	-11.1413804639833	-15.6150165068947	-16.0162859821088	-15.1098578541551	-13.9993614591108	-15.6150165068947	-7.15073851868151	-15.3049573088411	-4.89476270554647	-15.0751657404248	-15.8923530757341	-16.0162859821088	-15.9895940718644	-9.91189861786051	-6.15701111569704	-15.1194004910172	-16.8923530757341	-15.9962969366874	-2.82896690679673	-11.3741018691806	-8.54815034727852	-10.8700784421659	-6.70015344072356	-14.8708944582341	-5.84580942740273	-11.0924708635023	-5.72091200089036	-10.5075083627812	-14.0465272111521	-9.71395924024859	-14.8760180561792	-6.41439895838969	-6.99654644350379	-16.2040170368438	-14.7229853672303	-15.4902032397037	-8.34114997635905	-14.7043629917384	-15.9423083127697	-15.7043629917384	-10.116718409749	-10.2714410045476	-14.5720369837549	-11.1920065370532	-10.9993614591108	-8.14138046398327	-14.7532376455375	-8.06272352010827	-14.4143989583897	-14.4143989583897	-14.5308939811939	-11.0924708635023	-15.7149699035983	-10.0220815356109	-9.60704403633209	-13.4143989583897	-13.9993614591108	-15.8352855950558	-14.7532376455375	-15.3537900858219	-14.5741795800355	-15.5320311768258	-14.9133881072084	-15.2538290228627	-15.2538290228627	-16.1591420807567	-6.43140538369538	-14.6688665221416	-15.0465272111521	-11.6070440363321	-15.9488919018877	-15.3537900858219	-15.7775378666782	-12.8294364576685	-15.6915799637579	-15.1194004910172	-15.2503230943346	-9.75143394566726	-17.2040170368438	-14.4143989583897	-16.2865758096216	-14.3280738127344	-14.8939650786423	-15.3275877286508	-15.8352855950558	-5.38741451729087	-11.5399298404735	-12.9993614591108	-15.0465272111521	-13.7149699035983	-16.1591420807567	-10.6418094544928	-13.4908007474802	-13.5748825629625	-14.5040741145206	-15.7945681698647	-12.192575365957	-11.9118986178605	-8.39203114536124	-16.0234295024636	-13.6774333642235	-13.4143989583897	-15.0409917165971	-12.4143989583897	-15.3274590810577	-14.5881992953229	-15.2503230943346	-13.8193308904775	-15.9895940718644	-14.6948203548763	-15.6248525595053	-15.8010767890421	-16.116993677547	-6.69102242897144	-15.8939650786423	-14.9319009279753	-11.9118986178605	-8.77054276861496	-14.4908007474802	-14.4143989583897	-4.77535978491274	-8.68647850382649	-9.4295058507799	-9.37000483903124	-8.79968911427448	-15.7474325083449	-15.2245795612641	-16.2098150602265	-14.8372139858693	-13.7426252279296	-15.8939650786423	-16.8574950919736	-15.3275877286508	-14.3573458120486	-14.4942055754507	-12.5399298404735	-15.2678595753601	-15.7149699035983	-9.47579950305383	-12.8294364576685	-15.9124215817789	-14.9891727207724	-15.1624700076237	-14.479220887564	-13.8120101314982	-8.78019293864868	-13.4143989583897	-14.2277663416464	-14.4791486941548	-14.7779573107633	-6.70474071021922	-15.7043629917384	-14.9133881072084	-15.0542227367266	-11.0924708635023	-15.8923530757341	-5.15937038857096	-14.7229853672303	-15.938752586543	-15.6129836503454	-7.26126919949036	-15.1591420807567	-16.116993677547	-15.5741795800355	-10.0220815356109	-11.6070440363321	-6.52362802814445	-15.4902032397037	-14.8127288423676	-7.7899080934819	-11.8294364576685	-12.0924708635023	-8.6156571666368	-14.9646477147342	-14.9319009279753	-8.06272352010827	-5.01850785273111	-14.8528220760813	-10.6774333642235	-5.85215653416862	-14.9133881072084	-15.8010767890421	-15.5748694262357	-14.3629198114845	-13.6774333642235	-14.8878869653391	-10.9993614591108	-10.068624121548	-15.1066174630367	-15.6190545361226	-8.20494559276074	-8.00500802225199	-15.6022058986565	-14.4474276681454	-6.6751809124921	-15.0465272111521	-15.6190545361226	-13.7015014075762	-13.4974027955902	-12.4143989583897	-15.3275877286508	-11.8294364576685	-15.0928121877574	-9.77054276861497	-14.6943578872215	-14.4143989583897	-15.7149699035983	-10.7139592402486	-14.3251648894891	-14.3332601935243	-10.0220815356109	-11.4757995030538	-14.7104620739792	-15.0172433979353	-10.9993614591108	-15.1979461510666	-14.8010767890421	-13.4143989583897	-13.6774333642235	-15.4384670017424	-12.2989217409698	-13.3319504507254	-14.2245795612641	-15.0409917165971	-15.1999790076159	-15.5748694262357	-16.2098150602265	-5.66620610880023	-14.3096387554894	-15.4800012481822	-14.4143989583897	-14.7482976928031	-14.9423083127697	-13.9993614591108	-16.0234295024636	-15.9895940718644	-15.4313234813877	-14.8095420619852	-11.1413804639833	-14.8780509127285	-15.2865758096216	-13.9993614591108	-15.4233785765185	-15.9895940718644	-13.1920065370532	-10.9549673397524	-7.34472543058288	-16.2865758096216	-15.7945681698647	-15.1300074028771	-15.3573458120486	-16.0234295024636	-14.9646477147342	-16.2538290228627	-14.2678108183672	-16.0751657404248	-14.8950387474611	-15.2538290228627	-12.2492912595509	-15.3275877286508	-15.7016133089004	-13.7229853672303	-14.382434896851	-15.4615647104309	-15.1214795555648	-15.0083410772396	-15.6190545361226	-15.0172433979353	-15.4221304851133	-16.0890366152417	-15.8574950919736	-15.4221304851133	-13.9993614591108	-15.1598450636837	-15.4615647104309	-15.1300074028771	-15.6190545361226	-16.2865758096216	-15.7043629917384	-15.6150165068947	-15.192575365957	-14.9962969366874	-9.71395924024859	-12.5399298404735	-14.6129836503454	-15.1979461510666	-14.9484128626647	-15.9891727207724	-15.4042102200512	-16.2098150602265	-15.4629708252948	-16.2098150602265	-12.4143989583897	-15.8095420619852	-15.7043629917384	-16.047933326016	-15.2098150602265	-15.2503230943346	-14.9423083127697	-16.047933326016	-13.8095420619852	-15.3634503619435	-14.9895940718644	-15.6129836503454	-14.1002023902259	-7.65063330487977	-15.7701218514233	-15.3821061123691	-15.1561818551595	-15.1598319269569	-15.7775378666782	-15.0890366152417	-10.4447726074332	-15.2096056691436	-2.46554506967748	-15.604350524062	-9.09247086350232	-9.65951145622622	-15.9895940718644	-15.5741795800355	-15.9484128626647	-15.2040170368438	-15.7016133089004	-11.8294364576685
P105_S104	-15.1851593507021	-14.1851593507021	-14.4464741008051	-10.6575620589097	-15.2343683897564	-13.8010767890421	-15.9101273902102	-13.5320311768258	-16.1591420807567	-15.231171169617	-5.92840483183963	-16.1999790076159	-12.9470686761047	-15.9101273902102	-15.6022058986565	-5.95964674218414	-15.2725325912524	-15.5741795800355	-14.3639294011665	-3.33747949840348	-12.3096387554894	-7.22520997432867	-15.8708944582341	-15.9124215817789	-14.5320311768258	-13.5320311768258	-5.07670395652126	-3.05225091279672	-15.7474325083449	-16.135428734792	-16.0465272111521	-15.4474276681454	-12.6575620589097	-15.2316961996613	-14.6190545361226	-10.7246762547682	-11.8690661641034	-15.2096056691436	-9.56240482586934	-7.90754031191803	-15.6150165068947	-16.0162859821088	-15.1098578541551	-5.93708458753205	-5.42350672004765	-8.61714779046378	-15.3049573088411	-5.99805260482347	-15.0751657404248	-15.8923530757341	-16.0162859821088	-11.2590126824194	-15.4983506079296	-5.08839690047987	-15.1194004910172	-16.8923530757341	-15.9962969366874	-15.3821061123691	-11.3741018691806	-5.93584142068141	-14.8950387474611	-14.3524770048993	-14.8708944582341	-14.6190545361226	-14.3044939297829	-14.7945681698647	-15.6777746884785	-14.0465272111521	-14.307390575013	-7.11981419660936	-5.62514058121731	-7.79506558265962	-13.7950655826596	-9.36210617538351	-15.4902032397037	-6.78607679943236	-14.7043629917384	-15.9423083127697	-15.7043629917384	-15.2343683897564	-7.85960583485433	-14.5720369837549	-9.94706867610466	-11.6575620589097	-9.67405018169825	-13.3096387554894	-9.44456833557549	-15.9423083127697	-16.2865758096216	-9.67405018169826	-10.3621061753835	-15.7149699035983	-14.5904934868915	-10.2841036633822	-11.5320311768258	-9.83159145868473	-15.8352855950558	-14.7532376455375	-15.3537900858219	-14.5741795800355	-14.5320311768258	-8.47313748777225	-15.2538290228627	-15.2538290228627	-16.1591420807567	-13.5297411021351	-11.5320311768258	-15.0465272111521	-15.9670686130902	-15.9488919018877	-15.3537900858219	-15.7775378666782	-14.2678108183672	-15.6915799637579	-15.1194004910172	-15.2503230943346	-8.2968147151318	-17.2040170368438	-15.6129836503454	-16.2865758096216	-14.3280738127344	-14.8939650786423	-15.3275877286508	-14.5320311768258	-14.4983506079296	-14.4474276681454	-11.1627973671601	-15.0465272111521	-13.7149699035983	-16.1591420807567	-14.9962969366874	-13.4908007474802	-13.5748825629625	-14.5040741145206	-15.7945681698647	-6.67612450993611	-7.60129383926294	-14.9962969366874	-16.0234295024636	-15.6777746884785	-15.192575365957	-15.0409917165971	-14.0454671540237	-12.7950655826596	-14.5881992953229	-15.2503230943346	-13.8193308904775	-15.9895940718644	-14.6948203548763	-15.6248525595053	-15.8010767890421	-15.116993677547	-7.98771066060201	-15.8939650786423	-9.67405018169826	-14.4942055754507	-10.3096387554894	-14.4908007474802	-16.2040170368438	-5.00064971630951	-13.7945681698647	-8.05090448708921	-15.5712193544383	-14.5320311768258	-15.7474325083449	-15.2245795612641	-16.2098150602265	-14.8372139858693	-13.7426252279296	-15.8939650786423	-16.8574950919736	-15.3275877286508	-14.3573458120486	-14.4942055754507	-14.6248525595053	-15.2678595753601	-15.7149699035983	-8.66578256571465	-14.6864129823523	-15.9124215817789	-14.9891727207724	-15.1624700076237	-14.479220887564	-13.8120101314982	-10.116993677547	-10.4731374877723	-14.2277663416464	-14.4791486941548	-14.7779573107633	-4.48900389323128	-15.7043629917384	-11.3096387554894	-15.0542227367266	-9.2968147151318	-15.8923530757341	-5.92346831704576	-14.7229853672303	-15.938752586543	-15.6129836503454	-14.8120101314982	-15.1591420807567	-15.116993677547	-15.5741795800355	-15.9962969366874	-9.65756205890968	-7.02423653662713	-12.3096387554894	-14.8127288423676	-8.20410434131702	-14.0866101565847	-14.8010767890421	-15.1300074028771	-14.9646477147342	-14.9319009279753	-6.46594198636805	-5.71931904459871	-14.8528220760813	-15.8923530757341	-4.78831875021903	-14.9133881072084	-15.8010767890421	-15.5748694262357	-14.3629198114845	-14.6774333642235	-12.0295308362966	-8.4096345454661	-13.8379038320695	-15.1066174630367	-15.6190545361226	-10.7246762547682	-11.3621061753835	-15.6022058986565	-9.08357067600953	-10.0295308362966	-15.0465272111521	-15.6190545361226	-9.09462586451853	-6.43224505712536	-13.5320311768258	-12.7950655826596	-14.9891727207724	-5.07465029775329	-7.04285221479448	-14.6943578872215	-10.987710660602	-8.28410366338224	-7.21010308193846	-14.3251648894891	-10.1862563399841	-7.69072892284488	-12.3096387554894	-14.7104620739792	-15.0172433979353	-14.382434896851	-15.1979461510666	-8.63317790028273	-8.45878219479519	-14.6774333642235	-13.116993677547	-15.1591420807567	-13.3319504507254	-14.2245795612641	-15.0409917165971	-15.1999790076159	-10.4731374877723	-16.2098150602265	-6.06171124204578	-13.3096387554894	-15.4800012481822	-9.05090448708921	-12.116993677547	-14.9423083127697	-14.9993614591108	-16.0234295024636	-10.5624048258693	-15.4313234813877	-14.8095420619852	-11.3096387554894	-14.8780509127285	-15.2865758096216	-14.116993677547	-15.4233785765185	-10.4731374877723	-16.0751657404248	-15.4629708252948	-15.2098150602265	-16.2865758096216	-13.7950655826596	-15.1300074028771	-12.6575620589097	-16.0234295024636	-12.3096387554894	-16.2538290228627	-14.2678108183672	-16.0751657404248	-14.8950387474611	-15.2538290228627	-12.2492912595509	-15.3275877286508	-13.7950655826596	-13.7229853672303	-14.382434896851	-15.4615647104309	-12.6575620589097	-15.0083410772396	-15.6190545361226	-15.0172433979353	-15.4221304851133	-16.0890366152417	-15.8574950919736	-15.4221304851133	-15.2040170368438	-15.1598450636837	-15.4615647104309	-15.1300074028771	-15.6190545361226	-9.72467625476822	-15.7043629917384	-15.6150165068947	-15.192575365957	-14.9962969366874	-10.7246762547682	-16.1979461510666	-14.6129836503454	-15.1979461510666	-14.9484128626647	-15.9891727207724	-15.4042102200512	-3.92716911866696	-15.4629708252948	-16.2098150602265	-14.5720369837549	-15.8095420619852	-15.7043629917384	-16.047933326016	-15.2098150602265	-15.2503230943346	-14.9423083127697	-16.047933326016	-12.4165539594059	-15.3634503619435	-14.9895940718644	-15.6129836503454	-14.1002023902259	-14.8120101314982	-15.7701218514233	-9.36210617538351	-13.7950655826596	-15.1598319269569	-15.7775378666782	-15.0890366152417	-16.0465272111521	-15.2096056691436	-2.58573407141994	-15.604350524062	-16.0465272111521	-15.8574950919736	-15.9895940718644	-15.5741795800355	-15.9484128626647	-15.2040170368438	-15.7016133089004	-15.2725325912524
